Wall time,Step,Value
1634676729.4413688,20001,402.3999938964844
1634676772.118391,30001,402.3999938964844
1634676814.773544,40001,430.1000061035156
1634676857.5845425,50001,430.1000061035156
1634676919.6589708,60001,430.1000061035156
1634676981.7877758,70001,454.29998779296875
1634677043.9353404,80001,466.3999938964844
1634677106.126618,90001,466.3999938964844
1634677169.0442045,100001,466.3999938964844
1634677231.503106,110001,466.3999938964844
1634677293.8452764,120001,490.0
1634677355.6900792,130001,558.7999877929688
1634677417.6956105,140001,558.7999877929688
1634677480.8677428,150001,558.7999877929688
1634677544.3619654,160001,558.7999877929688
1634677606.468132,170001,558.7999877929688
1634677668.782559,180001,558.7999877929688
1634677732.5720234,190001,558.7999877929688
1634677796.2270465,200001,558.7999877929688
1634677858.9630177,210001,558.7999877929688
1634677921.405797,220001,558.7999877929688
1634677983.8183887,230001,576.5
1634678045.1691732,240001,576.5
1634678107.9176311,250001,609.7000122070312
1634678171.3303115,260001,609.7000122070312
1634678234.0656188,270001,609.7000122070312
1634678296.8033826,280001,609.7000122070312
1634678360.0575907,290001,609.7000122070312
1634678423.3701108,300001,618.7999877929688
1634678484.9344478,310001,669.0
1634678547.6749318,320001,674.2000122070312
1634678611.7267485,330001,674.2000122070312
1634678675.2611423,340001,753.7000122070312
1634678738.439143,350001,779.2000122070312
1634678801.531304,360001,781.4000244140625
1634678865.4098475,370001,784.2999877929688
1634678929.7815535,380001,784.2999877929688
1634678993.9961965,390001,784.2999877929688
1634679059.6887686,400001,811.4000244140625
1634679124.0810382,410001,811.4000244140625
1634679188.6234546,420001,811.4000244140625
1634679251.30492,430001,811.4000244140625
1634679314.8350239,440001,811.4000244140625
1634679379.434968,450001,811.4000244140625
1634679444.761227,460001,811.4000244140625
1634679508.2103682,470001,811.4000244140625
1634679572.3791475,480001,811.4000244140625
1634679636.426973,490001,811.4000244140625
1634679701.37151,500001,822.7000122070312
1634679764.584822,510001,827.0999755859375
1634679829.889451,520001,841.7999877929688
1634679894.9131076,530001,874.7999877929688
1634679958.8589082,540001,874.7999877929688
1634680023.6794062,550001,874.7999877929688
1634680086.8291976,560001,874.7999877929688
1634680151.6306958,570001,874.7999877929688
1634680214.9829519,580001,884.4000244140625
1634680278.7729034,590001,984.5
1634680343.271294,600001,1038.9000244140625
1634680408.2477756,610001,1085.699951171875
1634680471.6870234,620001,1085.699951171875
1634680535.9209874,630001,1116.5
1634680600.2999642,640001,1156.699951171875
1634680664.4079099,650001,1156.699951171875
1634680728.1221995,660001,1156.699951171875
1634680793.6618361,670001,1156.699951171875
1634680858.3369849,680001,1167.5
1634680923.509675,690001,1167.5
1634680988.8424747,700001,1217.800048828125
1634681053.005158,710001,1217.800048828125
1634681118.21964,720001,1249.9000244140625
1634681181.624568,730001,1254.800048828125
1634681246.5150237,740001,1254.800048828125
1634681310.7347963,750001,1254.800048828125
1634681375.8554368,760001,1257.0999755859375
1634681440.433776,770001,1350.300048828125
1634681506.0170493,780001,1350.300048828125
1634681572.686565,790001,1350.300048828125
1634681636.995105,800001,1350.300048828125
1634681702.9602327,810001,1350.300048828125
1634681768.5489311,820001,1350.300048828125
1634681835.6049657,830001,1356.300048828125
1634681901.6818974,840001,1399.0999755859375
1634681969.3881226,850001,1399.0999755859375
1634682038.1575227,860001,1399.0999755859375
1634682106.7467737,870001,1399.0999755859375
1634682173.246122,880001,1441.0
1634682239.1710835,890001,1441.0
1634682304.0585384,900001,1441.0
1634682370.9318879,910001,1442.4000244140625
1634682437.8697782,920001,1442.4000244140625
1634682504.508196,930001,1463.4000244140625
1634682571.6607373,940001,1507.699951171875
1634682638.674936,950001,1557.9000244140625
1634682706.578486,960001,1600.800048828125
1634682778.2942069,970001,1602.5999755859375
1634682844.6109717,980001,1602.5999755859375
1634682911.133278,990001,1602.5999755859375
1634682979.404073,1000001,1602.5999755859375
1634683050.732801,1010001,1602.5999755859375
1634683115.994656,1020001,1602.5999755859375
1634683181.6000884,1030001,1602.5999755859375
1634683252.4861257,1040001,1602.5999755859375
1634683321.4187558,1050001,1602.5999755859375
1634683386.3430102,1060001,1602.5999755859375
1634683452.7206507,1070001,1602.5999755859375
1634683518.6181626,1080001,1602.5999755859375
1634683586.4095836,1090001,1602.5999755859375
1634683653.4021387,1100001,1602.5999755859375
1634683719.5406563,1110001,1602.5999755859375
1634683784.1294203,1120001,1602.5999755859375
1634683847.3938868,1130001,1602.5999755859375
1634683912.2579086,1140001,1602.5999755859375
1634683976.6524088,1150001,1602.5999755859375
1634684039.8639367,1160001,1602.5999755859375
1634684104.8233674,1170001,1602.5999755859375
1634684168.4920485,1180001,1602.5999755859375
1634684232.6180842,1190001,1602.5999755859375
1634684296.78157,1200001,1602.5999755859375
1634684360.8750536,1210001,1602.5999755859375
1634684423.8696058,1220001,1602.5999755859375
1634684488.3396,1230001,1602.5999755859375
1634684552.3387954,1240001,1602.5999755859375
1634684615.8533218,1250001,1602.5999755859375
1634684680.109233,1260001,1602.5999755859375
1634684742.7895477,1270001,1602.5999755859375
1634684808.4104135,1280001,1602.5999755859375
1634684873.0810752,1290001,1602.5999755859375
1634684937.9150486,1300001,1602.5999755859375
1634685002.6567838,1310001,1602.5999755859375
1634685066.8328974,1320001,1602.5999755859375
1634685130.6436636,1330001,1627.5999755859375
1634685194.181023,1340001,1687.199951171875
1634685258.120883,1350001,1687.199951171875
1634685322.1478076,1360001,1687.199951171875
1634685386.3157985,1370001,1687.199951171875
1634685449.8755586,1380001,1687.199951171875
1634685512.6171443,1390001,1687.199951171875
1634685577.4361115,1400001,1687.199951171875
1634685642.094513,1410001,1687.199951171875
1634685705.213617,1420001,1687.199951171875
1634685769.6748936,1430001,1687.199951171875
1634685835.1490285,1440001,1721.0
1634685899.5395246,1450001,1721.0
1634685962.5168197,1460001,1721.0
1634686026.2104514,1470001,1721.0
1634686089.9105926,1480001,1721.0
1634686155.3133578,1490001,1721.0
1634686218.9912946,1500001,1721.0
1634686283.1443048,1510001,1721.0
1634686346.2418926,1520001,1721.0
1634686409.1991627,1530001,1721.0
1634686473.4828331,1540001,1721.0
1634686535.8991172,1550001,1721.0
1634686599.4343984,1560001,1721.0
1634686661.961969,1570001,1721.0
1634686726.7452054,1580001,1721.0
1634686791.0338914,1590001,1721.0
1634686854.3183439,1600001,1721.0
1634686919.3449254,1610001,1721.0
1634686981.9906967,1620001,1721.0
1634687044.837561,1630001,1721.0
1634687108.9908721,1640001,1721.0
1634687173.0888207,1650001,1721.0
1634687237.427546,1660001,1721.0
1634687304.4944792,1670001,1721.0
1634687368.2338805,1680001,1721.0
1634687431.6620245,1690001,1721.0
1634687494.6630647,1700001,1721.0
1634687558.5000777,1710001,1721.0
1634687621.6907084,1720001,1721.0
1634687684.5679016,1730001,1721.0
1634687748.0028968,1740001,1721.0
1634687810.550948,1750001,1721.0
