Wall time,Step,Value
1634699181.6522954,10001,-249.54177856445312
1634699218.6506248,20001,-176.11917114257812
1634699271.9078553,30001,-158.6929931640625
1634699324.2227805,40001,-139.9569091796875
1634699376.6467621,50001,-133.55764770507812
1634699430.0128267,60001,-117.4762954711914
1634699484.0252712,70001,-92.89607238769531
1634699532.8745277,80001,-83.8046646118164
1634699585.0003726,90001,-79.51535034179688
1634699637.2194662,100001,-57.84860610961914
1634699687.8503222,110001,-43.27373504638672
1634699737.5687938,120001,-22.999731063842773
1634699787.503939,130001,-5.567630767822266
1634699838.2055311,140001,23.329448699951172
1634699891.6218371,150001,40.05564498901367
1634699942.9857523,160001,49.77881622314453
1634699994.4921515,170001,53.979217529296875
1634700047.5344265,180001,56.805885314941406
1634700096.6124332,190001,68.71924591064453
1634700147.81871,200001,61.01763916015625
1634700199.575069,210001,48.50971984863281
1634700253.4104712,220001,56.32512283325195
1634700306.4787035,230001,47.10842514038086
1634700358.8961365,240001,56.764312744140625
1634700413.5511081,250001,61.769927978515625
1634700464.3902667,260001,84.05746459960938
1634700517.6454093,270001,97.5701675415039
1634700568.5758283,280001,126.57630920410156
1634700617.544325,290001,134.80657958984375
1634700668.5682397,300001,128.15916442871094
1634700723.788612,310001,117.23506164550781
1634700771.2040277,320001,117.3239974975586
1634700820.5408554,330001,122.28269958496094
1634700871.675749,340001,111.80550384521484
1634700920.0218985,350001,92.47904205322266
1634700967.4094925,360001,96.32103729248047
1634701015.267142,370001,76.2330322265625
1634701062.3047075,380001,53.06491470336914
1634701109.0664716,390001,46.26960372924805
1634701155.8326814,400001,19.718217849731445
1634701202.0664957,410001,17.476659774780273
1634701247.597533,420001,41.6434440612793
1634701293.770731,430001,24.29217529296875
1634701339.957783,440001,17.075286865234375
1634701385.4701362,450001,54.07413864135742
1634701430.8968496,460001,38.55377960205078
1634701474.1872427,470001,45.48086929321289
1634701514.500965,480001,35.63018798828125
1634701552.7850478,490001,106.54718017578125
