Wall time,Step,Value
1634711447.6847541,10001,-264.9793701171875
1634711481.4490006,20001,-236.0294952392578
1634711515.331319,30001,-166.09698486328125
1634711549.9548728,40001,-133.54080200195312
1634711586.2343104,50001,-108.97777557373047
1634711625.7814665,60001,-102.08932495117188
1634711666.6718886,70001,-98.57317352294922
1634711709.6364737,80001,-88.27981567382812
1634711751.7216601,90001,-77.6328125
1634711793.6606812,100001,-59.320892333984375
1634711834.8590229,110001,-39.324153900146484
1634711876.511493,120001,-22.693649291992188
1634711919.0033538,130001,-6.921412944793701
1634711960.4983044,140001,27.874988555908203
1634712002.597629,150001,26.342004776000977
1634712045.0704978,160001,37.85165023803711
1634712087.0843449,170001,53.00383377075195
1634712126.2093158,180001,72.14230346679688
1634712167.197729,190001,71.27130889892578
1634712206.8610578,200001,87.45307922363281
1634712247.659463,210001,98.58129119873047
1634712288.9971428,220001,95.05765533447266
1634712327.4571393,230001,110.7142333984375
1634712366.0949728,240001,120.7016830444336
1634712404.9518166,250001,121.25935363769531
1634712442.8730226,260001,106.2611083984375
1634712481.023137,270001,110.71939849853516
1634712520.6180098,280001,99.89412689208984
1634712557.5653155,290001,110.0208511352539
1634712595.7156217,300001,121.63023376464844
1634712634.8906937,310001,113.97261047363281
1634712673.8183324,320001,98.97657012939453
1634712710.832823,330001,113.82789611816406
1634712747.7608943,340001,133.54782104492188
1634712785.1846867,350001,133.52452087402344
1634712822.4144678,360001,145.61944580078125
1634712859.8880239,370001,146.93585205078125
1634712897.0939066,380001,136.35699462890625
1634712934.1224988,390001,130.70428466796875
1634712975.6633976,400001,98.1827392578125
1634713014.2070222,410001,106.11128997802734
1634713054.1716378,420001,121.87397003173828
1634713091.2442398,430001,120.09837341308594
1634713133.6114411,440001,112.6976547241211
1634713174.847148,450001,102.21321105957031
1634713212.07529,460001,101.69163513183594
1634713249.2959225,470001,95.3238296508789
1634713286.4211957,480001,106.8647689819336
1634713323.4908144,490001,88.7818603515625
