Wall time,Step,Value
1634676686.8128748,10001,480.6557312011719
1634676729.441075,20001,402.3999938964844
1634676772.1180947,30001,379.79998779296875
1634676814.773369,40001,430.1000061035156
1634676857.5842748,50001,407.20001220703125
1634676919.6586785,60001,395.8999938964844
1634676981.7876084,70001,454.29998779296875
1634677043.935195,80001,466.3999938964844
1634677106.1262574,90001,458.8999938964844
1634677169.0440211,100001,456.70001220703125
1634677231.502898,110001,443.1000061035156
1634677293.8450332,120001,490.0
1634677355.6899266,130001,558.7999877929688
1634677417.695346,140001,481.3999938964844
1634677480.8672278,150001,463.29998779296875
1634677544.3616686,160001,467.79998779296875
1634677606.4679139,170001,486.70001220703125
1634677668.7824023,180001,498.8999938964844
1634677732.5719116,190001,522.7000122070312
1634677796.226848,200001,545.0999755859375
1634677858.9628365,210001,541.0999755859375
1634677921.4056783,220001,552.9000244140625
1634677983.8182259,230001,576.5
1634678045.1690278,240001,573.4000244140625
1634678107.9174879,250001,609.7000122070312
1634678171.3301833,260001,600.5999755859375
1634678234.0654771,270001,603.2000122070312
1634678296.8032198,280001,576.7999877929688
1634678360.0574615,290001,586.2000122070312
1634678423.369989,300001,618.7999877929688
1634678484.9343033,310001,669.0
1634678547.6746233,320001,674.2000122070312
1634678611.7265532,330001,668.0
1634678675.2610095,340001,753.7000122070312
1634678738.4389052,350001,779.2000122070312
1634678801.5309548,360001,781.4000244140625
1634678865.4096527,370001,784.2999877929688
1634678929.7812676,380001,747.2999877929688
1634678993.9960399,390001,771.7999877929688
1634679059.6885922,400001,811.4000244140625
1634679124.080905,410001,790.9000244140625
1634679188.6231964,420001,747.5999755859375
1634679251.3047407,430001,738.4000244140625
1634679314.8348365,440001,765.9000244140625
1634679379.4345412,450001,794.7000122070312
1634679444.761081,460001,780.5999755859375
1634679508.2102127,470001,747.2000122070312
1634679572.379001,480001,807.5999755859375
1634679636.4265022,490001,800.9000244140625
1634679701.3712997,500001,822.7000122070312
1634679764.5847595,510001,827.0999755859375
1634679829.8890111,520001,841.7999877929688
1634679894.9129617,530001,874.7999877929688
1634679958.858728,540001,855.2000122070312
1634680023.679179,550001,866.2999877929688
1634680086.8290436,560001,862.5
1634680151.6305182,570001,825.0
1634680214.9825974,580001,884.4000244140625
1634680278.772752,590001,984.5
1634680343.271054,600001,1038.9000244140625
1634680408.2474577,610001,1085.699951171875
1634680471.68687,620001,1076.800048828125
1634680535.9208505,630001,1116.5
1634680600.2996113,640001,1156.699951171875
1634680664.407768,650001,1134.800048828125
1634680728.1220005,660001,1069.9000244140625
1634680793.6617038,670001,1117.300048828125
1634680858.3366964,680001,1167.5
1634680923.5095224,690001,1165.0
1634680988.842314,700001,1217.800048828125
1634681053.0049777,710001,1199.699951171875
1634681118.219431,720001,1249.9000244140625
1634681181.6244586,730001,1254.800048828125
1634681246.5148776,740001,1112.9000244140625
1634681310.7346513,750001,1122.9000244140625
1634681375.8551526,760001,1257.0999755859375
1634681440.4336305,770001,1350.300048828125
1634681506.0169165,780001,1294.199951171875
1634681572.6863658,790001,1305.9000244140625
1634681636.9949396,800001,1309.5999755859375
1634681702.960059,810001,1313.0999755859375
1634681768.5487525,820001,1325.4000244140625
1634681835.6048355,830001,1356.300048828125
1634681901.6817513,840001,1399.0999755859375
1634681969.3877494,850001,1381.0
1634682038.157379,860001,1374.5
1634682106.7466094,870001,1371.9000244140625
1634682173.2460017,880001,1441.0
1634682239.1708875,890001,1440.199951171875
1634682304.0583563,900001,1436.9000244140625
1634682370.9316373,910001,1442.4000244140625
1634682437.869604,920001,1439.300048828125
1634682504.5080595,930001,1463.4000244140625
1634682571.6605794,940001,1507.699951171875
1634682638.6747508,950001,1557.9000244140625
1634682706.578307,960001,1600.800048828125
1634682778.2940836,970001,1602.5999755859375
1634682844.610566,980001,1581.300048828125
1634682911.1331322,990001,1523.0999755859375
1634682979.4038606,1000001,1544.699951171875
1634683050.7326577,1010001,1576.9000244140625
1634683115.994505,1020001,1549.199951171875
1634683181.5999222,1030001,1505.9000244140625
1634683252.4859965,1040001,1537.199951171875
1634683321.41859,1050001,1560.199951171875
1634683386.342658,1060001,1555.5999755859375
1634683452.7205079,1070001,1526.300048828125
1634683518.6180127,1080001,1507.4000244140625
1634683586.4092298,1090001,1468.4000244140625
1634683653.4019213,1100001,1452.9000244140625
1634683719.5405092,1110001,1518.9000244140625
1634683784.1292367,1120001,1552.5
1634683847.3937316,1130001,1556.5
1634683912.2577436,1140001,1567.0
1634683976.6522195,1150001,1569.5999755859375
1634684039.8637757,1160001,1577.699951171875
1634684104.8232114,1170001,1560.199951171875
1634684168.491925,1180001,1511.4000244140625
1634684232.6179266,1190001,1503.9000244140625
1634684296.7814271,1200001,1509.5
1634684360.8748646,1210001,1534.4000244140625
1634684423.8693702,1220001,1572.300048828125
1634684488.3394299,1230001,1564.9000244140625
1634684552.3383546,1240001,1523.5999755859375
1634684615.8531272,1250001,1496.0
1634684680.108943,1260001,1511.0
1634684742.7893672,1270001,1509.5
1634684808.4101942,1280001,1500.699951171875
1634684873.080855,1290001,1494.5999755859375
1634684937.914852,1300001,1507.9000244140625
1634685002.656593,1310001,1533.9000244140625
1634685066.832769,1320001,1568.0999755859375
1634685130.6435184,1330001,1627.5999755859375
1634685194.180849,1340001,1687.199951171875
1634685258.120701,1350001,1641.5999755859375
1634685322.1476867,1360001,1618.300048828125
1634685386.3153946,1370001,1610.300048828125
1634685449.8750532,1380001,1574.5
1634685512.616961,1390001,1537.4000244140625
1634685577.435709,1400001,1493.199951171875
1634685642.0943558,1410001,1499.300048828125
1634685705.2134798,1420001,1569.9000244140625
1634685769.67461,1430001,1657.0999755859375
1634685835.148864,1440001,1721.0
1634685899.5393004,1450001,1627.199951171875
1634685962.5166693,1460001,1528.699951171875
1634686026.2102883,1470001,1490.4000244140625
1634686089.9104407,1480001,1532.199951171875
1634686155.31317,1490001,1568.199951171875
1634686218.9911473,1500001,1591.199951171875
1634686283.1441505,1510001,1619.4000244140625
1634686346.2417328,1520001,1609.199951171875
1634686409.1991,1530001,1604.5
1634686473.4826636,1540001,1588.5
1634686535.8987045,1550001,1577.4000244140625
1634686599.4341927,1560001,1521.300048828125
1634686661.9618056,1570001,1513.5
1634686726.745026,1580001,1555.300048828125
1634686791.0337152,1590001,1556.5
1634686854.3181763,1600001,1538.300048828125
1634686919.3445396,1610001,1526.5
1634686981.9905384,1620001,1558.5
1634687044.837359,1630001,1635.5
1634687108.9906957,1640001,1652.199951171875
1634687173.0884154,1650001,1670.800048828125
1634687237.427322,1660001,1580.0999755859375
1634687304.4944015,1670001,1581.699951171875
1634687368.2336926,1680001,1599.0
1634687431.6615798,1690001,1574.9000244140625
1634687494.6629055,1700001,1601.199951171875
1634687558.4998274,1710001,1650.0999755859375
1634687621.690447,1720001,1704.5
1634687684.5677276,1730001,1690.4000244140625
1634687748.0025373,1740001,1651.0999755859375
1634687810.5504394,1750001,1655.5
1634687874.1236737,1760001,1646.300048828125
1634687938.9624817,1770001,1648.199951171875
1634688001.8987641,1780001,1675.300048828125
1634688064.329962,1790001,1651.5999755859375
1634688127.0299757,1800001,1670.9000244140625
1634688189.8268766,1810001,1641.0
1634688253.9770312,1820001,1640.9000244140625
1634688317.8711421,1830001,1613.300048828125
1634688380.0960028,1840001,1614.4000244140625
1634688443.4825099,1850001,1606.300048828125
1634688508.111691,1860001,1595.800048828125
1634688570.4280503,1870001,1572.0999755859375
1634688634.684294,1880001,1599.9000244140625
1634688697.7387388,1890001,1589.699951171875
1634688761.6603794,1900001,1644.4000244140625
1634688824.5361516,1910001,1687.699951171875
1634688888.3677483,1920001,1686.199951171875
1634688952.424241,1930001,1707.199951171875
1634689015.532994,1940001,1639.5999755859375
1634689077.3354867,1950001,1695.699951171875
1634689140.140138,1960001,1670.5999755859375
1634689202.8354082,1970001,1760.0
1634689266.406641,1980001,1697.199951171875
1634689330.198747,1990001,1815.300048828125
1634689393.4133346,2000001,1751.4000244140625
1634689457.9395647,2010001,1714.199951171875
1634689522.944963,2020001,1717.5
1634689586.543115,2030001,1687.0
1634689651.2784727,2040001,1692.699951171875
1634689713.755636,2050001,1637.300048828125
1634689776.6139524,2060001,1643.5999755859375
1634689839.7161655,2070001,1647.5999755859375
1634689901.1239202,2080001,1651.5
1634689965.0488677,2090001,1774.800048828125
1634690028.4054637,2100001,1791.0999755859375
1634690089.6169195,2110001,1789.5999755859375
1634690152.5804152,2120001,1622.300048828125
1634690215.0867174,2130001,1588.4000244140625
1634690277.1269789,2140001,1592.5
1634690339.5985115,2150001,1713.199951171875
1634690401.8346238,2160001,1651.699951171875
1634690463.8097615,2170001,1680.0
1634690526.0477912,2180001,1593.5999755859375
1634690588.3083627,2190001,1635.800048828125
1634690650.4119663,2200001,1587.5999755859375
1634690713.1884272,2210001,1738.9000244140625
1634690776.3018486,2220001,1726.5999755859375
1634690839.5889683,2230001,1692.5999755859375
1634690901.8832808,2240001,1660.5
1634690964.0685382,2250001,1670.5999755859375
1634691027.3033197,2260001,1695.9000244140625
1634691089.118338,2270001,1717.699951171875
1634691152.5295894,2280001,1693.699951171875
1634691215.7146807,2290001,1557.199951171875
1634691278.4727755,2300001,1505.300048828125
1634691340.126141,2310001,1532.699951171875
1634691403.274129,2320001,1614.4000244140625
1634691465.2155356,2330001,1607.5999755859375
1634691528.1724355,2340001,1632.199951171875
1634691589.965059,2350001,1579.4000244140625
1634691651.7767649,2360001,1612.699951171875
1634691715.1063523,2370001,1582.0999755859375
1634691779.2881835,2380001,1572.0
1634691841.7131581,2390001,1601.9000244140625
1634691904.8282526,2400001,1613.4000244140625
1634691967.1492164,2410001,1715.9000244140625
1634692030.094864,2420001,1650.5999755859375
1634692091.7378592,2430001,1609.5999755859375
1634692153.1852555,2440001,1533.699951171875
1634692214.778433,2450001,1546.800048828125
1634692276.0260026,2460001,1565.4000244140625
1634692339.4045236,2470001,1555.0
1634692402.457367,2480001,1572.4000244140625
1634692463.2472968,2490001,1607.4000244140625
1634692526.2703893,2500001,1623.0999755859375
1634692588.4640133,2510001,1623.9000244140625
1634692650.9236298,2520001,1670.0
1634692714.9864142,2530001,1679.199951171875
1634692776.6426535,2540001,1687.699951171875
1634692838.3142853,2550001,1635.0
1634692901.725827,2560001,1626.199951171875
1634692962.6897967,2570001,1638.5
1634693024.9621809,2580001,1617.0999755859375
1634693085.780926,2590001,1620.9000244140625
1634693147.5727627,2600001,1584.800048828125
1634693209.5804322,2610001,1585.4000244140625
1634693272.733511,2620001,1608.5999755859375
1634693335.935857,2630001,1596.4000244140625
1634693397.8761232,2640001,1652.9000244140625
1634693459.6007469,2650001,1638.699951171875
1634693522.1361885,2660001,1604.0
1634693585.8739069,2670001,1558.199951171875
1634693648.9420123,2680001,1566.5999755859375
1634693711.1105318,2690001,1614.0999755859375
1634693775.219114,2700001,1625.5
1634693838.114755,2710001,1623.9000244140625
1634693899.9991949,2720001,1622.0999755859375
1634693963.4684608,2730001,1577.300048828125
1634694027.294223,2740001,1610.199951171875
1634694088.8037667,2750001,1601.300048828125
1634694151.8446057,2760001,1709.9000244140625
1634694213.5928984,2770001,1731.5999755859375
1634694276.104412,2780001,1673.5
1634694338.2385545,2790001,1647.4000244140625
1634694401.2687476,2800001,1593.5
1634694464.2565815,2810001,1523.4000244140625
1634694527.3852649,2820001,1526.5999755859375
1634694590.8756566,2830001,1531.9000244140625
1634694653.3979912,2840001,1560.4000244140625
1634694715.7908337,2850001,1599.5
1634694780.1813295,2860001,1589.199951171875
1634694842.5737193,2870001,1588.0999755859375
1634694905.288025,2880001,1513.0
1634694968.3404603,2890001,1503.199951171875
1634695030.7206984,2900001,1515.9000244140625
1634695093.7520576,2910001,1552.800048828125
1634695156.5896957,2920001,1544.199951171875
1634695219.303113,2930001,1513.9000244140625
1634695281.8851802,2940001,1497.5999755859375
1634695343.12844,2950001,1513.0999755859375
1634695404.8578663,2960001,1523.800048828125
1634695467.214397,2970001,1588.199951171875
1634695531.4776435,2980001,1652.0
1634695594.4968662,2990001,1675.699951171875
1634695656.3293006,3000001,1576.9000244140625
1634695718.7322228,3010001,1524.0999755859375
1634695780.823332,3020001,1625.0
